suite,task,task_idx,rollout_idx,success,steps,elapsed_sec
libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,8,1,True,114,9.24411129951477
libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,8,2,True,124,10.26695442199707
libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,8,3,True,115,9.511077880859375
libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,8,4,False,230,18.257482767105103
libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,8,5,True,104,8.289027690887451
libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,8,6,True,111,9.099815845489502
libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,8,7,True,108,8.993374586105347
libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,8,8,True,122,9.857231855392456
libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,8,9,True,110,8.828428030014038
libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,9,0,True,135,11.090249300003052
libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,9,1,True,145,11.659690380096436
libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,9,2,True,138,10.987480401992798
libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,9,3,True,138,11.142512321472168
libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,9,4,True,136,11.260396957397461
libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,9,5,True,137,11.206084251403809
libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,9,6,True,163,13.472611904144287
libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,9,7,True,161,13.243755340576172
libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,9,8,True,144,11.837232828140259
libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,9,9,True,142,11.512810945510864
